hospital_name,federal_entity,last_reported_day,is_latest_report,is_today_report,hospital_code,report_day,last_report_ts,ira_death_count,max_report_day,icu_beds_count,icu_beds_added_since_last_report,er_beds_count,er_beds_added_since_last_report,respiratory_units_count,adhoc_ira_capacity_added,adhoc_ira_capacity_respiratory_units_available,masks_available,gloves_available,soap_available,hand_sanitizer_available,ira_cases_in_uci_count,other_cases_in_uci_count,ira_cases_in_er_count,other_cases_in_er_count,ira_cases_in_respiratory_count,power_availability,wash_availability,covid_cases_suspected,covid_cases_confirmed_rapid_test,covid_cases_confirmed_test,covid_cases_confirmed_rapid_test_hospitalized_count,covid_cases_confirmed_test_hospitalized_count
Hospital General Dr,Miranda,5/25/20,FALSE,FALSE,MIR001,5/14/20,2020-05-14T13:08:33,0,5/26/20,8,No,34,No,8,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,5,0,20,0,Sí hay,No hay,No,No,No,0,10
Hospital General Dr,Miranda,5/25/20,FALSE,FALSE,MIR001,5/15/20,2020-05-15T13:23:28,0,5/26/20,8,Si,34,No,8,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,6,0,15,0,Sí hay,No hay,No,No,No,0,12
Hospital General Dr,Miranda,5/25/20,FALSE,FALSE,MIR001,5/16/20,2020-05-16T16:04:59,0,5/26/20,8,No,34,No,8,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,4,0,23,0,Sí hay,No hay,No,No,No,0,9
Hospital General Dr,Miranda,5/25/20,FALSE,FALSE,MIR001,5/17/20,2020-05-17T16:00:58,0,5/26/20,6,No,34,No,8,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,6,0,23,0,Sí hay,No hay,No,No,No,0,9
Hospital General Dr,Miranda,5/25/20,FALSE,FALSE,MIR001,5/18/20,2020-05-18T17:12:12,0,5/26/20,8,No,34,No,8,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,5,0,23,0,Sí hay,No hay,No,No,No,0,9
Hospital General Dr,Miranda,5/25/20,FALSE,FALSE,MIR001,5/19/20,2020-05-20T08:55:40,0,5/26/20,8,No,34,No,8,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,4,0,20,0,Sí hay,No hay,No,No,No,0,9
Hospital General Dr,Miranda,5/25/20,FALSE,FALSE,MIR001,5/20/20,2020-05-20T08:57:13,0,5/26/20,8,No,34,No,8,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,5,0,17,0,Sí hay,No hay,No,No,No,0,9
Hospital General Dr,Miranda,5/25/20,FALSE,FALSE,MIR001,5/21/20,2020-05-21T11:28:33,0,5/26/20,8,No,34,No,8,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,7,0,20,0,Sí hay,No hay,No,No,No,0,10
Hospital General Dr,Miranda,5/25/20,FALSE,FALSE,MIR001,5/22/20,2020-05-22T16:42:40,0,5/26/20,8,No,34,No,8,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,8,0,23,0,Sí hay,No hay,No,No,No,0,45
Hospital General Dr,Miranda,5/25/20,FALSE,FALSE,MIR001,5/23/20,2020-05-24T08:39:53,0,5/26/20,8,No,34,No,8,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,7,0,22,0,Sí hay,No hay,No,No,No,0,46
Hospital General Dr,Miranda,5/25/20,FALSE,FALSE,MIR001,5/24/20,,0,5/26/20,8,No,34,No,8,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,7,0,22,0,Sí hay,No hay,No,No,No,0,46
Hospital General Dr,Miranda,5/25/20,TRUE,FALSE,MIR001,5/25/20,2020-05-25T18:58:30,0,5/26/20,8,No,34,No,8,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,7,0,23,0,Sí hay,No hay,No,No,No,0,46
Hospital General Dr,Miranda,5/25/20,FALSE,FALSE,MIR001,5/26/20,,0,5/26/20,8,No,34,No,8,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,7,0,23,0,Sí hay,No hay,No,No,No,0,46
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/14/20,2020-03-14T18:01:33,0,5/26/20,4,No,40,No,4,No,No,No hay,No hay,No hay,No hay,0,0,0,0,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/15/20,2020-03-15T16:31:03,0,5/26/20,4,No,50,No,4,No,No,No hay,No hay,No hay,No hay,0,0,0,1,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/16/20,2020-03-16T16:24:00,0,5/26/20,4,No,40,No,4,No,No,No hay,No hay,No hay,No hay,0,4,0,34,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/17/20,2020-03-17T13:47:58,0,5/26/20,4,No,40,No,4,No,No,No hay,No hay,No hay,No hay,0,4,0,41,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/18/20,2020-03-18T13:05:17,0,5/26/20,4,No,40,No,4,No,No,No hay,No hay,No hay,No hay,0,4,0,36,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/19/20,2020-03-19T15:11:48,0,5/26/20,4,No,40,No,4,No,No,No hay,No hay,No hay,No hay,0,4,0,29,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/20/20,2020-03-20T15:06:03,0,5/26/20,4,No,40,No,4,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,4,0,34,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/21/20,2020-03-21T12:51:24,0,5/26/20,4,No,40,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,4,0,39,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/22/20,2020-03-22T14:54:39,0,5/26/20,4,No,40,No,4,Sí,Sí,No hay,No hay,Hay de manera intermitente,No hay,0,4,0,36,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/23/20,2020-03-23T15:56:20,0,5/26/20,4,No,40,No,4,Sí,Sí,Hay de manera intermitente,No hay,Hay de manera intermitente,No hay,0,4,0,32,0,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/24/20,2020-03-24T16:47:25,0,5/26/20,4,No,40,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,4,0,33,0,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/25/20,2020-03-25T13:20:16,0,5/26/20,4,No,40,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,4,0,37,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/26/20,2020-03-26T14:55:35,0,5/26/20,4,No,4,No,4,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,4,0,36,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/27/20,2020-03-27T16:24:41,0,5/26/20,4,No,40,No,4,Sí,Sí,Hay de manera intermitente,No hay,Hay de manera intermitente,No hay,0,4,0,31,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/28/20,2020-03-28T14:59:59,0,5/26/20,4,No,40,No,4,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,4,0,32,0,Hay de manera intermitente,No hay,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/29/20,2020-03-29T18:08:41,0,5/26/20,4,No,40,No,4,Sí,Sí,Sí hay,Hay de manera intermitente,Hay de manera intermitente,No hay,0,4,0,32,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/30/20,2020-03-30T18:16:02,0,5/26/20,4,No,40,No,4,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,4,0,26,0,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,3/31/20,2020-03-31T17:52:10,0,5/26/20,4,No,40,No,4,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,4,0,31,0,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/1/20,2020-04-01T16:51:03,0,5/26/20,4,No,40,No,4,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,28,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/2/20,2020-04-02T15:44:37,0,5/26/20,2,No,40,No,2,Sí,Sí,Sí hay,Hay de manera intermitente,No hay,No hay,0,2,0,28,0,Sí hay,Sí hay,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/3/20,2020-04-03T14:22:13,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,2,0,32,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/4/20,2020-04-04T18:25:17,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,2,0,38,0,Sí hay,No hay,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/5/20,2020-04-05T12:52:48,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,2,0,38,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/6/20,2020-04-06T17:14:16,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,2,0,38,0,Sí hay,No hay,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/7/20,2020-04-07T17:11:53,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,32,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/8/20,2020-04-08T17:08:57,0,5/26/20,2,No,40,No,2,Sí,Sí,Sí hay,Hay de manera intermitente,No hay,No hay,0,2,0,43,0,Sí hay,No hay,No hay,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/9/20,2020-04-09T12:50:53,0,5/26/20,2,No,40,No,2,Sí,Sí,Sí hay,Hay de manera intermitente,Hay de manera intermitente,No hay,0,2,0,44,0,Sí hay,Hay de manera intermitente,No,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/10/20,2020-04-10T15:14:58,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,36,0,Sí hay,Hay de manera intermitente,Sí,No hay,No hay,0,1
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/11/20,2020-04-11T15:32:06,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,31,0,Sí hay,Hay de manera intermitente,Sí,No hay,No hay,0,1
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/12/20,2020-04-12T15:25:24,0,5/26/20,2,No,40,No,2,Sí,Sí,Sí hay,Hay de manera intermitente,No hay,No hay,0,2,0,27,0,Hay de manera intermitente,Hay de manera intermitente,Sí,No hay,No hay,0,1
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/13/20,2020-04-13T20:12:20,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,32,0,Sí hay,Hay de manera intermitente,No,No hay,No hay,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/14/20,2020-04-14T21:14:28,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,35,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/15/20,2020-04-15T19:27:11,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,26,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/16/20,2020-04-16T20:16:34,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,0,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/17/20,2020-04-17T19:53:19,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,28,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/18/20,2020-04-18T15:54:09,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,36,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/19/20,2020-04-19T18:28:52,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,0,0,34,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/20/20,2020-04-20T20:10:19,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,34,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/21/20,2020-04-21T15:49:08,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,28,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/22/20,2020-04-22T16:10:40,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,28,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/23/20,2020-04-23T18:54:27,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,2,0,36,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/24/20,2020-04-24T15:39:25,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,26,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/25/20,2020-04-25T18:05:37,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,0,0,35,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/26/20,2020-04-26T19:34:53,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,34,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/27/20,2020-04-27T16:38:42,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,29,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/28/20,2020-04-28T15:55:36,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,36,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/29/20,2020-04-29T19:20:25,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,32,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,4/30/20,2020-04-30T14:58:53,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,34,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/1/20,2020-05-01T16:31:00,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,32,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/2/20,2020-05-02T15:29:18,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,33,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/3/20,,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,33,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/4/20,2020-05-04T17:09:35,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,32,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/5/20,2020-05-05T16:27:04,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,29,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/6/20,,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,29,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/7/20,2020-05-07T17:13:44,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,33,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/8/20,2020-05-08T21:24:20,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,0,0,0,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/9/20,2020-05-10T09:41:49,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,8,0,0,24,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/10/20,2020-05-10T17:39:38,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,2,0,26,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/11/20,2020-05-11T19:53:59,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,2,0,28,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/12/20,2020-05-12T17:21:41,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,28,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/13/20,2020-05-13T22:52:39,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,32,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/14/20,2020-05-14T20:24:02,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,28,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/15/20,2020-05-16T14:09:44,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,31,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/16/20,2020-05-16T14:12:30,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,2,0,34,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/17/20,2020-05-17T15:53:45,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,26,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/18/20,2020-05-18T22:49:26,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,36,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/19/20,2020-05-19T23:52:05,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,31,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/20/20,2020-05-20T13:17:34,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,26,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/21/20,2020-05-21T19:07:07,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,Hay de manera intermitente,No hay,No hay,0,2,0,26,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,0,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/22/20,2020-05-22T15:31:48,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,24,0,Sí hay,Hay de manera intermitente,Sí,Sí,Sí,1,0
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/23/20,2020-05-23T21:53:31,0,5/26/20,2,No,40,No,2,Sí,Sí,Hay de manera intermitente,No hay,No hay,No hay,0,2,0,31,0,Hay de manera intermitente,Hay de manera intermitente,No,Sí,Sí,1,1
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/24/20,2020-05-24T17:05:11,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,28,0,Hay de manera intermitente,Hay de manera intermitente,No,No,No,1,1
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,TRUE,FALSE,MON000,5/25/20,2020-05-25T17:51:43,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,24,0,Hay de manera intermitente,Hay de manera intermitente,Sí,Sí,Sí,1,1
Hospital Universitario Dr. Manuel N�ñez Tovar,Monagas,5/25/20,FALSE,FALSE,MON000,5/26/20,,0,5/26/20,2,No,40,No,2,Sí,Sí,No hay,No hay,No hay,No hay,0,2,0,24,0,Hay de manera intermitente,Hay de manera intermitente,Sí,Sí,Sí,1,1
Hospital Dr. Luis Ortega,Nueva Esparta,5/24/20,FALSE,FALSE,NES000,3/14/20,2020-03-16T11:42:12,0,5/26/20,11,No,42,No,10,No,No,No hay,No hay,No hay,No hay,0,0,0,0,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Dr. Luis Ortega,Nueva Esparta,5/24/20,FALSE,FALSE,NES000,3/15/20,2020-03-16T11:43:52,0,5/26/20,11,No,42,No,10,No,No,No hay,No hay,No hay,No hay,0,0,0,0,0,No hay,No hay,No hay,No hay,No hay,0,0
